iter	Logloss
408	0.09641176261
409	0.096183028
410	0.09586243721
411	0.09565636897
412	0.09539354495
413	0.09529644384
414	0.09516644732
415	0.09502394315
416	0.09482931189
417	0.09460432291
418	0.09447525334
419	0.09423313482
420	0.09400546395
421	0.09379397939
422	0.09368103651
423	0.09353438471
424	0.09344012329
425	0.09317616266
426	0.09298548384
427	0.09264739587
428	0.09253905181
429	0.09236284075
430	0.09218379211
431	0.09186877506
432	0.09160444779
433	0.09149537983
434	0.09136480869
435	0.09125615741
436	0.09108507134
437	0.09075347217
438	0.09061735353
439	0.09045928068
440	0.09029799897
441	0.09012958069
442	0.08994313278
443	0.08961234619
444	0.08925079991
445	0.08902422331
446	0.08890387168
447	0.08873790346
448	0.08846980013
449	0.08824504877
450	0.08808839054
451	0.08780694804
452	0.08764046206
453	0.08749776224
454	0.08733155055
455	0.08711546492
456	0.08689271416
457	0.08661405575
458	0.08642298865
459	0.08630519261
460	0.08614836345
461	0.08597925043
462	0.08588044223
463	0.08566952039
464	0.08537894799
465	0.08514877739
466	0.08495354269
467	0.08470762481
468	0.08445387962
469	0.08427142495
470	0.08416482523
471	0.08395082288
472	0.0837612054
473	0.08357243479
474	0.08340071603
475	0.08322988469
476	0.08302689725
477	0.08290769731
478	0.08269538101
479	0.08245598767
480	0.08229400554
481	0.08218208935
482	0.08198472596
483	0.08182558281
484	0.08149850906
485	0.0812121799
486	0.08105244097
487	0.0809008331
488	0.08069480418
489	0.08057038457
490	0.08041570459
491	0.08020936021
492	0.08010189776
493	0.07993186267
494	0.07969883873
495	0.07956758481
496	0.07947591863
497	0.07925179591
498	0.07902672421
499	0.07887716839
500	0.07866689525
501	0.07847741982
502	0.07828365696
503	0.07811302433
504	0.07803532794
505	0.07783347385
506	0.07766851
507	0.07759485498
508	0.07748419224
509	0.07738777179
510	0.07718778312
511	0.07701140596
512	0.07682145238
513	0.07667777649
514	0.0765238727
515	0.07637735681
516	0.07624820225
517	0.07610420701
518	0.07592041742
519	0.07565916757
520	0.07553873356
521	0.0753754543
522	0.075250935
523	0.07504002405
524	0.07487548042
525	0.07471991239
526	0.07450191704
527	0.07433294069
528	0.07422403605
529	0.07404625547
530	0.07387083387
531	0.07375452423
532	0.07357703467
533	0.0734844396
534	0.07330062895
535	0.0731447437
536	0.07303712504
537	0.07279677551
538	0.07263007994
539	0.07255729275
540	0.07240941296
541	0.07229029912
542	0.07220306116
543	0.07206021663
544	0.07194728524
545	0.0717265213
546	0.07159494823
547	0.07142829528
548	0.07131322251
549	0.07118443939
550	0.07110038437
551	0.07093681802
552	0.0708298652
553	0.07076239369
554	0.07069781922
555	0.0705723074
556	0.07050945364
557	0.07035336411
558	0.07026268516
559	0.07018675116
560	0.07004503351
561	0.06981846469
562	0.06968335326
563	0.06960804411
564	0.06941951503
565	0.06926927931
566	0.06917364731
567	0.06901271693
568	0.06886157896
569	0.0687057362
570	0.06863250701
571	0.06845211985
572	0.06834289322
573	0.06822829226
574	0.06797906195
575	0.06781141964
576	0.0677137672
577	0.06756043628
578	0.06731569886
579	0.06715000085
580	0.06708291031
581	0.06698922576
582	0.06693220807
583	0.06675745588
584	0.06669647158
585	0.06657836978
586	0.06648346379
587	0.06633250963
588	0.06613407216
589	0.06605651062
590	0.06592774545
591	0.06580470183
592	0.06573336187
593	0.06553368279
594	0.06542184854
595	0.06530011497
596	0.06516590531
597	0.06498033428
598	0.06489452694
599	0.06479362802
600	0.06461784767
601	0.06445225486
602	0.06428424061
603	0.06415208841
604	0.06403898919
605	0.0639198233
606	0.06379783568
607	0.06360768238
608	0.0634774001
609	0.06334326678
610	0.06326491621
611	0.06317283382
612	0.06307704293
613	0.06291095023
614	0.06275318812
615	0.06268673705
616	0.0625594923
617	0.06243604825
618	0.06236517859
619	0.06222520765
620	0.0621058384
621	0.06199848292
622	0.06191032218
623	0.06187415839
624	0.06175203788
625	0.06166381613
626	0.06151685499
627	0.06137271862
628	0.06131297163
629	0.06122563709
630	0.06105357123
631	0.06084126773
632	0.06076360108
633	0.06072599944
634	0.06064799888
635	0.06054603362
636	0.06045061003
637	0.06031578307
638	0.06026320489
639	0.06009777364
640	0.06002384612
641	0.05993454212
642	0.05981041245
643	0.05972553657
644	0.05969315895
645	0.05958046831
646	0.05952876992
647	0.0594256191
648	0.05924175901
649	0.05911590342
650	0.05901179498
651	0.05892690559
652	0.0588203071
653	0.05875270779
654	0.05868792956
655	0.05861329805
656	0.05853804562
657	0.05834300642
658	0.05823516934
659	0.05818988187
660	0.05809297459
661	0.05798545469
662	0.05787644413
663	0.05776355389
664	0.05757905108
665	0.05746322725
666	0.05736296106
667	0.05726836738
668	0.05720999745
669	0.05711796619
670	0.05696883448
671	0.05693019731
672	0.05688202858
673	0.05677248306
674	0.0567045713
675	0.05666793889
676	0.0565752563
677	0.05648957955
678	0.05639296874
679	0.05631201093
680	0.05618509979
681	0.05604451705
682	0.05590983592
683	0.0557698928
684	0.05565078242
685	0.05553114498
686	0.05543388091
687	0.05532327248
688	0.05525457829
689	0.05514263688
690	0.05507631436
691	0.0549999424
692	0.05485796856
693	0.05480148895
694	0.05470332199
695	0.0546123159
696	0.0545376891
697	0.05447796965
698	0.05434108543
699	0.05422933632
700	0.05409286041
701	0.05401504889
702	0.0539344966
703	0.05380382398
704	0.05370023246
705	0.05365070684
706	0.05357708347
707	0.05353693364
708	0.05341654358
709	0.05336406482
710	0.05323943514
711	0.05317901741
712	0.05312891256
713	0.05308357663
714	0.05302723753
715	0.05288848838
716	0.05283350953
717	0.05273798159
718	0.05268407048
719	0.05257405293
720	0.05244257473
721	0.05236376158
722	0.05230087036
723	0.0522143181
724	0.05212504431
725	0.05202394689
726	0.05198168074
727	0.05183815543
728	0.05173627479
729	0.05167102881
730	0.05156605138
731	0.05150997244
732	0.05141230518
733	0.05133711371
734	0.05127700808
735	0.05122509497
736	0.05113321371
737	0.05102394443
738	0.05097051191
739	0.05087129431
740	0.05079341958
741	0.05071360446
742	0.05071001496
743	0.0506287414
744	0.05055894097
745	0.05043890629
746	0.05034397595
747	0.05021097156
748	0.05016983994
749	0.05007711136
750	0.04997366279
751	0.04987815203
752	0.04980652775
753	0.0497450304
754	0.04969316459
755	0.04958345076
756	0.04951030179
757	0.04941429367
758	0.04934479051
759	0.04926848359
760	0.04919347538
761	0.04913128825
762	0.0490656915
763	0.04906250426
764	0.04900075746
765	0.04892688789
766	0.0488042209
767	0.04875236327
768	0.04864042086
769	0.04861490414
770	0.04848909248
771	0.04837707946
772	0.04825724908
773	0.04815116052
774	0.0479944514
775	0.0479110585
776	0.04786357616
777	0.04771173234
778	0.04762693814
779	0.04754453721
780	0.04749750991
781	0.04741303511
782	0.04734399723
783	0.04727936312
784	0.047193271
785	0.04714437417
786	0.04705152452
787	0.04699562521
788	0.04694299307
789	0.0468934434
790	0.0468296165
791	0.04676573941
792	0.04668007694
793	0.04662484219
794	0.04658416534
795	0.04649586324
796	0.04647459834
797	0.04637006146
798	0.04630323376
799	0.04624165057
800	0.04616316612
801	0.04604559363
802	0.04591372991
803	0.04583275723
804	0.04577507161
805	0.04566513875
806	0.04564894773
807	0.04558144808
808	0.04551745481
809	0.04543245836
810	0.04534341832
811	0.04528197116
812	0.04524524167
813	0.04519466823
814	0.04516519374
815	0.04504480103
816	0.04494521515
817	0.04488647865
818	0.04485408421
819	0.04481933926
820	0.04470865436
821	0.04461129266
822	0.04455648025
823	0.04446614377
824	0.04435728981
825	0.04428649089
826	0.04422093912
827	0.04411278006
828	0.04404663656
829	0.04399001107
830	0.04392188218
831	0.04382784301
832	0.04377672359
833	0.04373236804
834	0.04370207381
835	0.0436211309
836	0.04356267628
837	0.04348311354
838	0.04344172528
839	0.04336168046
840	0.04329988652
841	0.04325706892
842	0.0431915477
843	0.04311349021
844	0.04307363241
845	0.0429916692
846	0.04294383526
847	0.04280401158
848	0.0427070907
849	0.04265718628
850	0.04263942161
851	0.04255313274
852	0.04247175391
853	0.04239107382
854	0.04232730056
855	0.04231037997
856	0.04228624772
857	0.04224695092
858	0.04216816428
859	0.04209049605
860	0.04206339384
861	0.0420195269
862	0.04199066009
863	0.04192446915
864	0.04184792395
865	0.04177898811
866	0.04172356073
867	0.04164466078
868	0.04157895308
869	0.0415520394
870	0.04148434521
871	0.04143666328
872	0.04137875076
873	0.04134105824
874	0.04123101054
875	0.04120240511
876	0.04114388763
877	0.04106431598
878	0.04103524528
879	0.04098071188
880	0.04084244004
881	0.04079711589
882	0.04073232539
883	0.04065771356
884	0.0405844047
885	0.04049771599
886	0.04044038611
887	0.04039661477
888	0.04036109459
889	0.04033461835
890	0.04022942153
891	0.04013376966
892	0.04009755732
893	0.04003331722
894	0.03999670356
895	0.03993773623
896	0.03990715115
897	0.03984363781
898	0.03978653028
899	0.03975938617
900	0.03972968347
901	0.03966265474
902	0.03958039922
903	0.03953291998
904	0.03948280798
905	0.03942549228
906	0.03937261531
907	0.03933236475
908	0.039285695
909	0.03919439951
910	0.03916372721
911	0.03913703014
912	0.03907981074
913	0.03901123388
914	0.0389515294
915	0.03889479902
916	0.03885820481
917	0.03878761125
918	0.03869230627
919	0.0386276824
920	0.03859852549
921	0.03853988826
922	0.03847222295
923	0.03840407515
924	0.03832919994
925	0.03827118782
926	0.03817730114
927	0.03808686211
928	0.03803841187
929	0.03798639873
930	0.03793251063
931	0.03787074822
932	0.03778513067
933	0.03773002677
934	0.03766574957
935	0.03765129274
936	0.03761066276
937	0.03757488545
938	0.03752138386
939	0.03746280884
940	0.03741995451
941	0.03735386675
942	0.03731579045
943	0.03722943505
944	0.03719894458
945	0.03716161738
946	0.03709883514
947	0.03703015699
948	0.03698488007
949	0.03691927652
950	0.03685530269
951	0.03681128276
952	0.03679753052
953	0.03671507275
954	0.03664147973
955	0.03657785822
956	0.03653544698
957	0.03648140332
958	0.03641946482
959	0.03639580696
960	0.03633216461
961	0.03627002976
962	0.03620015438
963	0.03614439265
964	0.03608656302
965	0.03602253609
966	0.03599438142
967	0.03594520281
968	0.0359122846
969	0.03585325969
970	0.03578023735
971	0.0357228863
972	0.03566242338
973	0.03559846405
974	0.03553749446
975	0.03550996981
976	0.03548197475
977	0.03544201943
978	0.03541128844
979	0.03537256856
980	0.03531036824
981	0.03527933261
982	0.03526666631
983	0.03523060918
984	0.03517450902
985	0.03513532048
986	0.03504193149
987	0.03502053473
988	0.03496205048
989	0.03490834698
990	0.03486533788
991	0.03479361661
992	0.03473658805
993	0.03467906139
994	0.03464475563
995	0.03461885735
996	0.03456249441
997	0.03450590974
998	0.03443313134
999	0.03440787165
